player_name,player_id,player_id_enc,player_race
besga,196,190,Zerg
TerAtO,197,191,Protoss
Zeus,198,192,Protoss
Draco,199,193,Protoss
Hidden,200,194,Protoss
Chalrenge,201,195,Protoss
Spear[Shield],202,196,Protoss
Lotze,203,197,Protoss
man,204,198,Protoss
HiyA,205,199,Terran
aTtacK,206,200,Terran
ForGG,207,201,Terran
Lomo,208,202,Terran
Dongrae,209,203,Terran
Wannabe,210,204,Terran
Jaedong,211,205,Zerg
JiMin,212,206,Zerg
Gon,213,207,Zerg
ShinHwA,215,208,Zerg
ggaemo,216,209,Zerg
ZergbOy[fOu],217,210,Zerg
Doochi,218,211,Zerg
Anytime,219,212,Protoss
BestGod,220,213,Protoss
BackHo,221,214,Protoss
HerO,222,215,Protoss
Tankboy,223,216,Protoss
Young,224,217,Protoss
BoxeR,225,218,Terran
ChRh,226,219,Terran
Sunny,227,220,Terran
H.O.T-Forever,228,221,Zerg
MuMyung,229,222,Zerg
Clon,230,223,Zerg
Rage,231,224,Protoss
fOru,232,225,Protoss
Oddysay,233,226,Terran
TheMarine,234,227,Terran
TheBOy,235,228,Zerg
Qoo)Siva,236,229,Zerg
Grrrr...,237,230,Protoss
IntoTheRain,238,231,Protoss
AmourEx,239,232,Protoss
Ever)Z(Maru,240,233,Zerg
ToBeContinued,325,234,Terran
YellOw,326,235,Zerg
Niza,327,236,Zerg
SiR@SoNi,328,237,Zerg
Lee,329,238,Terran
Gloomy,330,239,Terran
Freshen,331,240,Terran
Autumn,332,241,Protoss
V-Gundam,333,242,Terran
SoNiC)BlacK,334,243,Zerg
ShinyA,335,244,Protoss
JunioR,336,245,Zerg
JinNam,337,246,Zerg
Kiss,338,247,Zerg
JinSu,339,248,Zerg
100prowin,340,249,Zerg
TaewoO,341,250,Zerg
Enough,342,251,Zerg
SinDoki,343,252,Zerg
ElkY,344,253,Terran
JoyO,345,254,Terran
EJi,346,255,Protoss
GGMAN,347,256,Zerg
LeadeR,348,257,Terran
City,349,258,Zerg
Jy,350,259,Zerg
Legionnaire,351,260,Protoss
GyunTae,352,261,Zerg
BrEEzE,353,262,Protoss
SONJJANG,354,263,Protoss
ToSky,355,264,Zerg
Assem,356,265,Terran
Ogogo,357,266,Zerg
Xian,358,267,Zerg
Legend_SHJR,359,268,Protoss
fOfy,360,269,Terran
FirstFruit,361,270,Terran
SayoO,362,271,Terran
Umbrella,363,272,Zerg
Heaven,364,273,Terran
KIMWANCHUL,365,274,Zerg
Anippy,366,275,Protoss
KIMDONGWOO,367,276,Zerg
Asmodey,368,277,Protoss
St.Eagle,369,278,Terran
H_Love_WIII,370,279,Zerg
Marine,371,280,Terran
I.Love_Star,372,281,Zerg
Isaac,373,282,Zerg
Star)_Boy,374,283,Zerg
Diviner)KS,375,284,Zerg
SuDaBoy,376,285,Zerg
[Oops]Autumn,377,286,Protoss
GGoMa,378,287,Zerg
Kosiro,379,288,Zerg
Enfury,380,289,Terran
Spoon,381,290,Terran
Sinji_NT,382,291,Zerg
Eugene,383,292,Zerg
SeungYup,384,293,Protoss
solarSUN,385,294,Protoss
HiSoka,386,295,Zerg
GameR,387,296,Zerg
Love,388,297,Zerg
Academy,389,298,Terran
Infomaster,390,299,Zerg
NoraJo,391,300,Terran
JJando,392,301,Terran
SKELTON,393,302,Zerg
TAENI,394,303,Protoss
[kor]-Rain,395,304,Zerg
[Oops]Season,396,305,Protoss
S.E.S,397,306,Zerg
[n2]Rookie,398,307,Terran
SUGOGIO,399,308,Protoss
nO.1,400,309,Terran
NPGL_SoulKey,401,310,Terran
Aozora,402,311,Terran
SSamJang,403,312,Terran
Trent,404,313,Terran
StarCue,405,314,Zerg
JJUB,406,315,Zerg
Classic_NT,407,316,Terran
ComBi,408,317,Zerg
BaNulDoDuk,409,318,Zerg
[z-zone]Byun,410,319,Zerg
HyunnY,411,320,Protoss
Cezanne,412,321,Terran
Salmosa,413,322,Zerg
sungchan,414,323,Terran
Festive,415,324,Terran
)Is(aTTaCk,416,325,Terran
Lotem,417,326,Terran
GiSaDo,418,327,Protoss
SavageKR,419,328,Zerg
[B_Blade]Lea..,420,329,Terran
Mannerrush,421,330,Protoss
ZanDarke,422,331,Protoss
RedRock,423,332,Zerg
Flash,424,333,Terran
[z-zone]SoO,425,334,Zerg
Han.G)FlyinG,426,335,Zerg
NT_YuKi,427,336,Zerg
Vulture[HyO],428,337,Terran
Bassy,429,338,Zerg
ShinSsC,430,339,Protoss
Freemura,431,340,Zerg
Kill,432,341,Terran
FlyToTheSky,433,342,Zerg
October,434,343,Zerg
Feel_LOVE,435,344,Protoss
RandomParkSa,436,345,Terran
Neo(E)Protoss,437,346,Zerg
MiMi,438,347,Protoss
Lim,439,348,Terran
eVERLAST,440,349,Zerg
StarBoy,441,350,Zerg
Go)G_K.JungYub,442,351,Zerg
KyungHo,443,352,Zerg
Really,444,353,Terran
CoolWeN,445,354,Zerg
Nazgul,446,355,Protoss
JYoung,448,356,Terran
AranG,533,357,Protoss
Pillars,534,358,Protoss
Devil,535,359,Zerg
Crazy,536,360,Zerg
Sea.Pie,537,361,Protoss
Live,538,362,Zerg
Violet,539,363,Protoss
Stella,540,364,Zerg
CureKR,541,365,Protoss
Rang,542,366,Protoss
Fs.Rain,543,367,Protoss
GuemChi,544,368,Protoss
Sea.Shine,545,369,Terran
Probe,546,370,Protoss
jjonga,547,371,Protoss
Chief[Shield],548,372,Protoss
Brave,549,373,Protoss
Heng,550,374,Protoss
Che,551,375,Terran
SalDaGa,552,376,Protoss
BarrackS,553,377,Terran
sKyHigh,554,378,Terran
Inter.Point,555,379,Protoss
Modesty,556,380,Zerg
Peace,557,381,Zerg
Killer,558,382,Zerg
Ethi,559,383,Protoss
k1j2h3,560,384,Terran
Bomber,561,385,Terran
Only,562,386,Terran
Curious,563,387,Zerg
Movie,564,388,Protoss
dreamertt,565,389,Terran
zergjoaa,566,390,Zerg
Okay,567,391,Terran
SuHoSin,569,392,Zerg
M[fOu],570,393,Terran
Favian,571,394,Terran
herb,573,395,Protoss
Inter.Ruin,574,396,Terran
TY,575,397,Terran
resisa,576,398,Protoss
beatace,577,399,Terran
DarLinG,578,400,Terran
SinIG,579,401,Terran
Air,580,402,Protoss
EffOrt,581,403,Zerg
Eagle,582,404,Zerg
hyvaa,583,405,Zerg
cOzY,584,406,Zerg
VeloCity,585,407,Terran
feelway,586,408,Zerg
Notice,588,409,Terran
Agape,589,410,Zerg
Mvp,590,411,Terran
ReaL,591,412,Terran
Say,592,413,Protoss
YoungA,593,414,Protoss
Chavi,594,415,Zerg
aSam,596,416,Protoss
Robbie,597,417,Zerg
Falcon,598,418,Zerg
PerfectMan,599,419,Protoss
IdrA,600,420,Terran
JoOn,602,421,Protoss
Endless,603,422,Protoss
By.hOpe,604,423,Zerg
beast[S.G],605,424,Protoss
Fire[Shield],606,425,Protoss
Wolf,607,426,Protoss
Choya,608,427,Protoss
AzAng,609,428,Terran
Hydra,610,429,Zerg
Stats,611,430,Protoss
Raynor,612,431,Terran
TheName,613,432,Terran
hanjo,614,433,Terran
HoBBang,615,434,Terran
HuskaL,616,435,Zerg
Study,617,436,Zerg
Trap,618,437,Protoss
CranK,619,438,Protoss
Newface,620,439,Zerg
tOmAtO,621,440,Terran
RorO,622,441,Zerg
Shine,623,442,Zerg
Style,624,443,Zerg
Melon,625,444,Zerg
Action,626,445,Zerg
BajO,627,446,Zerg
F.Monster,628,447,Terran
Oz,629,448,Protoss
Horang2,630,449,Protoss
Tazza,631,450,Protoss
Modern,632,451,Zerg
TosSLove,633,452,Protoss
soO,634,453,Zerg
SEri,635,454,Terran
sSak,636,455,Terran
Bbyong,638,456,Terran
StarDust,639,457,Protoss
MC,640,458,Protoss
RumOr,641,459,Terran
Flying,643,460,Protoss
HistOry,644,461,Terran
Attain,645,462,Terran
MasIo,646,463,Protoss
Soulkey,647,464,Zerg
Fire,648,465,Terran
MIsO,649,466,Zerg
Tiny,650,467,Terran
CoRea,651,468,Protoss
Snow,652,469,Protoss
Fate,653,470,Zerg
Sacsri,654,471,Zerg
Nice,655,472,Zerg
Heart,656,473,Terran
Push,657,474,Protoss
ZergStyLe,658,475,Zerg
KaZe_KoreA,659,476,Zerg
Fresh[WaF],660,477,Terran
Symbol,662,478,Zerg
INnoVation,663,479,Terran
Last,664,480,Terran
MMA,665,481,Terran
Sweetly,666,482,Protoss
HaedOri,667,483,Protoss
trOt,668,484,Terran
Desire,669,485,Terran
Dream.t)Snake,670,486,Protoss
Lake,671,487,Zerg
Fanta,672,488,Terran
Firebat,673,489,Terran
SaSin)rOo,674,490,Protoss
GosI[Season],675,491,Zerg
JyJ,676,492,Terran
TuHon,677,493,Protoss
Index,679,494,Protoss
Classic,680,495,Terran
Britney,681,496,Protoss
herO[jOin],682,497,Zerg
ToSic,683,498,Zerg
hwata,684,499,Zerg
Minam,685,500,Terran
Virus,686,501,Protoss
Revival,687,502,Zerg
Losira,688,503,Terran
BrAvO,689,504,Terran
IsaC,690,505,Protoss
45[Name],691,506,Zerg
Grape,692,507,Protoss
hungry,693,508,Protoss
Purple,694,509,Protoss
NsP_Moon,695,510,Protoss
MvPzerG,696,511,Zerg
Rain,697,512,Protoss
WarYong,698,513,Zerg
tOvy,699,514,Protoss
Sharp,700,515,Terran
By.Rage,701,516,Protoss
Someday,702,517,Protoss
sungsun,703,518,Zerg
ParalyzE,704,519,Protoss
RaNi,705,520,Protoss
ZerG[kaL],706,521,Zerg
GgMaN[Name],707,522,Protoss
Rush,708,523,Terran
invade,709,524,Protoss
onlytoday,710,525,Protoss
Haha,711,526,Zerg
Reality,712,527,Terran
Sky,713,528,Protoss
Bee,714,529,Terran
Sea.Is,715,530,Terran
SsuN,716,531,Protoss
Sea.L,717,532,Protoss
Sea.Bz,718,533,Zerg
Jang,719,534,Terran
JwaJa,720,535,Zerg
MyDream,721,536,Zerg
Sexy,722,537,Terran
Always,723,538,Terran
Oasis,724,539,Protoss
GGurim,725,540,Protoss
CupiD,726,541,Protoss
First[aLive],727,542,Zerg
Rukawa,728,543,Terran
Wind[HyO],730,544,Zerg
Liquor,731,545,Zerg
BeJJeZerG,732,546,Zerg
yeOn,733,547,Terran
Honest,734,548,Protoss
ZiZi,735,549,Zerg
HyoWon,736,550,Protoss
Ever)T(Sea,737,551,Terran
[Ghost]@Stop,738,552,Protoss
TheManiA,739,553,Terran
SrSr,740,554,Terran
Precious,741,555,Terran
tlsehdgns,742,556,Terran
Rekrul,743,557,Protoss
ZeratuL,744,558,Protoss
Last`sCv,745,559,Terran
Y'-'o,746,560,Protoss
Ghost,747,561,Terran
Danby,748,562,Zerg
ChaGwa,749,563,Terran
BBS,750,564,Zerg
superTank,751,565,Terran
KETOSI,752,566,Terran
MythOfZerG,753,567,Zerg
hyunch,754,568,Zerg
MsH,755,569,Terran
JJW,756,570,Terran
Medic,757,571,Terran
hojae,758,572,Zerg
shinhwa[Crea..,759,573,Protoss
Hawk-eyes,760,574,Zerg
NaruTo,761,575,Zerg
NakwAng,762,576,Terran
kimsh,763,577,Protoss
SJH,764,578,Terran
seojaewon,765,579,Terran
HirOkO,766,580,Zerg
skj,767,581,Protoss
sungjune,768,582,Protoss
JungBu,769,583,Zerg
Smuft,770,584,Protoss
kyunghoon,771,585,Zerg
ZergPlay,772,586,Zerg
CHAN,773,587,Zerg
RazoR,774,588,Zerg
gOwOo,775,589,Terran
LEEJIN,776,590,Zerg
Terran[Name],777,591,Terran
SUNGJI,778,592,Terran
BinDi,779,593,Protoss
hyotaek,780,594,Protoss
bongyeol,781,595,Zerg
[jOypOp]Zodiac,782,596,Terran
back1,783,597,Zerg
Pure)Soul(,784,598,Terran
zunggun,785,599,Zerg
leeinho,786,600,Zerg
Money,787,601,Terran
irradiates,788,602,Terran
youngjin,789,603,Zerg
JongWon,790,604,Terran
JOHYUNJUN,791,605,Zerg
JungGun,792,606,Zerg
CsB,793,607,Zerg
Kwakka,794,608,Terran
KYUNGWOOK,795,609,Protoss
WJDDN,796,610,Zerg
WonKyo,797,611,Terran
TAESIK,798,612,Zerg
JIN,799,613,Zerg
Keither,800,614,Terran
SsoO,801,615,Zerg
Hj,802,616,Zerg
HEEJJO,803,617,Terran
Juyoung,804,618,Terran
SaSke,805,619,Zerg
RUGAL-JDW,806,620,Terran
hyunwook,807,621,Zerg
DLRJSDUD,808,622,Terran
joun,809,623,Zerg
)Na(PrO,810,624,Terran
JUNGHHH,811,625,Terran
JINSOOPP,812,626,Terran
hakdong,813,627,Zerg
7EvEn,814,628,Terran
Spunky,815,629,Protoss
youngchan,816,630,Terran
[Kor]-MariNe,817,631,Terran
Lurker,818,632,Zerg
TaeyanG,819,633,Zerg
Han.G)ClouD,820,634,Zerg
MinGyu,821,635,Protoss
JungWoo,822,636,Protoss
jintae,823,637,Terran
[kor]-Red_Rock,824,638,Zerg
taehoon,825,639,Terran
Fish,826,640,Zerg
Mania,827,641,Protoss
yongun,828,642,Terran
e.con_min,829,643,Terran
soooo,830,644,Zerg
Berry,831,645,Protoss
SUKHO,832,646,Zerg
LEESY,833,647,Zerg
HyunSung,834,648,Zerg
ikzun,835,649,Zerg
JUNGSUB,836,650,Terran
joowoo,837,651,Zerg
Siluet,838,652,Protoss
a30744,839,653,Zerg
InToFor,840,654,Protoss
January,841,655,Zerg
KIMKJ,842,656,Zerg
Sea.Day,843,657,Zerg
Stryper,845,658,Terran
hyungil,847,659,Protoss
JaeWoong,848,660,Zerg
RinG,849,661,Protoss
Vitamin,850,662,Protoss
BaL,851,663,Zerg
kyungbum,853,664,Zerg
SangWoo,854,665,Zerg
dooin,855,666,Protoss
SeungYoon,856,667,Zerg
JyaCkal,857,668,Terran
Summer,858,669,Protoss
HanUl,859,670,Protoss
jungchul,861,671,Zerg
HyungZin,862,672,Zerg
SeungDuk,863,673,Zerg
SHLEE,864,674,Protoss
chlee,865,675,Terran
ilJae,866,676,Protoss
MinSeOk,867,677,Zerg
Purin,868,678,Protoss
JaePark,869,679,Protoss
gunho,870,680,Zerg
YoungSoo,871,681,Zerg
TSY,872,682,Terran
JYCHOI,873,683,Protoss
DaeHo,874,684,Terran
HyukZoo,875,685,Zerg
Winter,876,686,Protoss
LimSW,877,687,Zerg
Heung,878,688,Protoss
Knight_SEAL,879,689,Terran
JUNIN,880,690,Protoss
hyunwoo,881,691,Protoss
ZergFox,882,692,Zerg
MGKWON,883,693,Zerg
gildong,884,694,Protoss
JinWook,885,695,Protoss
ddong,886,696,Zerg
HyunIl,887,697,Protoss
MDH,888,698,Protoss
SeHyun,889,699,Terran
JungWon,890,700,Zerg
JunHae,891,701,Zerg
YouSung,892,702,Protoss
Elite,893,703,Protoss
SungSi,894,704,Terran
[z-zone]Khan,895,705,Zerg
Maynard,896,706,Terran
JaeChun,897,707,Zerg
WooCHul,898,708,Zerg
HoJun,899,709,Protoss
l3etty,900,710,Zerg
anna,901,711,Terran
PuzZle[3.33],902,712,Terran
KangHyun,903,713,Zerg
hongsungjin,904,714,Zerg
Kenta,905,715,Terran
HighFe,906,716,Zerg
SmTown,907,717,Zerg
bum,908,718,Protoss
zungyu,909,719,Zerg
younggil,910,720,Zerg
yss,911,721,Zerg
JunYub,912,722,Protoss
MoonSSam,913,723,Terran
YHK,914,724,Zerg
donghyuk,915,725,Protoss
dOdO,916,726,Zerg
HyuJung,917,727,Protoss
egil,918,728,Zerg
Giyong,919,729,Protoss
daehooon,920,730,Zerg
Daeyoung,921,731,Zerg
Daewan,922,732,Terran
Jangwoo,923,733,Terran
YongHoon,924,734,Terran
IloveU,925,735,Terran
jaeilchoi,926,736,Zerg
yongchul,927,737,Zerg
wonsuk,928,738,Protoss
JungHyun,929,739,Protoss
hyungsuk,930,740,Protoss
sungzoon,931,741,Protoss
woochan,932,742,Terran
sungzung,933,743,Zerg
chungsik,934,744,Zerg
kwonook,935,745,Terran
wootek,936,746,Protoss
gundong,937,747,Zerg
zongbong,938,748,Zerg
jihoon,939,749,Terran
oTTeR,940,750,Protoss
ZiSoo,941,751,Terran
SoonTae,942,752,Zerg
wooyul,943,753,Zerg
GiChul,944,754,Protoss
ZoonHo,945,755,Protoss
Puzzle,946,756,Protoss
Wrath,947,757,Terran
TurN,948,758,Terran
Dream.t)Marine,949,759,Terran
KingKong,950,760,Zerg
ByuN,951,761,Terran
Defy,952,762,Protoss
Actually,953,763,Protoss
Sse[kal],954,764,Terran
Mell,955,765,Protoss
Maestro,956,766,Zerg
Ryung,957,767,Terran
Dear,958,768,Protoss
MarineKing,959,769,Protoss
Just,960,770,Zerg
Lucky,961,771,Zerg
SungEun,962,772,Terran
hOdduk,963,773,Protoss
Wizard,964,774,Protoss
haitai,965,775,Protoss
TearS,966,776,Zerg
TRUE,967,777,Zerg
By.Bubble,968,778,Terran
Squirtle,969,779,Protoss
Hwan,970,780,Terran
Arima,971,781,Protoss
Gano,972,782,Protoss
Carot,973,783,Protoss
Tulip,974,784,Zerg
sungpil,975,785,Terran
Remember,976,786,Terran
Zest,977,787,Protoss
Slayer,978,788,Terran
seungjun,979,789,Protoss
wooh,981,790,Zerg
giwon,982,791,Protoss
OneYURI,983,792,Protoss
donggi,984,793,Protoss
khkim,985,794,Protoss
changho,986,795,Zerg
hspark,987,796,Zerg
wonwoong,988,797,Protoss
HighCa,989,798,Terran
wangun,990,799,Terran
sein,991,800,Zerg
shyun,992,801,Terran
seungok,993,802,Zerg
junho,994,803,Protoss
ytkim,995,804,Zerg
hom,996,805,Terran
hyunzinjang,997,806,Terran
taehyun,998,807,Protoss
kimhyuk,999,808,Zerg
giun,1000,809,Terran
hyukzu,1001,810,Zerg
dong9,1002,811,Terran
guh,1003,812,Protoss
stoneaa,1004,813,Terran
yonghee,1005,814,Terran
hy,1006,815,Zerg
zeho,1007,816,Zerg
DongHyun,1008,817,Terran
Captain,1009,818,Terran
juhyun,1010,819,Protoss
yonggun,1011,820,Terran
Nx.spring,1013,821,Protoss
chunje,1014,822,Zerg
minserk,1015,823,Terran
kyungsoo,1016,824,Terran
sunwoo,1017,825,Protoss
AKARAKA,1018,826,Terran
minsin,1019,827,Protoss
changwoo1,1020,828,Protoss
sungjin,1021,829,Protoss
MaY,1022,830,Protoss
sohyun,1023,831,Protoss
LenA,1024,832,Protoss
Lindley,1025,833,Terran
NamJung,1026,834,Terran
DongSoon,1027,835,Terran
Sungho,1028,836,Zerg
Scream,1029,837,Terran
DaPumP,1030,838,Zerg
GwangSoo,1031,839,Zerg
jungyub,1032,840,Terran
TaeCHul,1033,841,Zerg
nilsen,1034,842,Protoss
Chobo,1035,843,Terran
ByungHun,1036,844,Protoss
RyongHwan,1037,845,Zerg
heechel,1038,846,Terran
Frank,1039,847,Terran
JungHong,1040,848,Protoss
hyungwon,1041,849,Protoss
MMMBop,1042,850,Zerg
[GG10]Storm~..,1043,851,Zerg
yungil,1044,852,Zerg
daehang,1045,853,Zerg
hunzo,1046,854,Zerg
X'Ds~FirE,1047,855,Terran
Smashe,1048,856,Zerg
KiLLa,1049,857,Protoss
FiSheYe,1050,858,Terran
UMIN,1051,859,Zerg
T.3)Leader,1052,860,Zerg
jaemyung,1053,861,Terran
dooyong,1054,862,Zerg
Taesu,1055,863,Protoss
inho,1056,864,Protoss
DongSun,1057,865,Terran
sunsung,1058,866,Terran
Joohyun,1059,867,Protoss
gunhwa,1060,868,Terran
KD-Hee,1061,869,Protoss
minsub,1062,870,Terran
hungg,1063,871,Protoss
seunghyun,1064,872,Protoss
PauL,1065,873,Zerg
RiVerS)Power,1066,874,Terran
dugon,1067,875,Zerg
inyong,1068,876,Zerg
yoonho,1069,877,Terran
jesung,1070,878,Zerg
GyeMan,1071,879,Protoss
dongjin,1072,880,Protoss
jwp,1073,881,Zerg
sehwan,1074,882,Zerg
sungchul,1075,883,Zerg
dongmin,1076,884,Zerg
KWJ,1077,885,Zerg
Yosh,1078,886,Protoss
sVEN@aBs,1079,887,Terran
SaFT,1080,888,Protoss
sihwan,1081,889,Zerg
HeeWon,1082,890,Protoss
KeNKa,1083,891,Terran
$Money,1084,892,Zerg
gisoek,1085,893,Zerg
SunHo,1086,894,Terran
First,1087,895,Protoss
By.Center,1088,896,Terran
vOid,1090,897,Zerg
Ruian,1091,898,Zerg
minoR,1094,899,Zerg
Hamil,1096,900,Zerg
ByuL,1097,901,Zerg
Perfective,1098,902,Zerg
Rogue,1099,903,Zerg
Suae,1100,904,Zerg
sOs,1101,905,Protoss
Mini,1102,906,Protoss
Mong,1103,907,Terran
LArCenciel,1104,908,Zerg
Win,1105,909,Zerg
Sonkwon,1106,910,Protoss
IMTrue,1108,911,Zerg
Hm[ArnC],1109,912,Zerg
Dulri,1111,913,Terran
Gas,1113,914,Terran
ModeL,1114,915,Terran
JYP,1115,916,Protoss
Gwak,1116,917,Protoss
SonGDuri,1117,918,Zerg
Neige,1118,919,Protoss
Ample,1119,920,Terran
Maix,1200,921,
Woon,1785,922,Zerg
Czar,1786,923,Zerg
Olympus,1787,924,Protoss
jOsae,2026,925,Protoss
Kop,2027,926,Terran
Cola,2028,927,Zerg
Black,2029,928,Protoss
BisAnG,2030,929,Protoss
Cure,2031,930,Terran
Food5,2032,931,Protoss
HammEr,2033,932,Terran
YoungJoo,2034,933,Terran
Rise,2035,934,Terran
SorrOw,2036,935,Protoss
Lazy,2037,936,Protoss
Terminator,2038,937,Protoss
YoDa,2039,938,Terran
Klaus,2040,939,Protoss
KaL[KaL],2048,940,Terran
Larva,2339,941,Zerg
NoroO,2341,942,Protoss
Motive,2342,943,Protoss
Sea.Hak,2343,944,Zerg
Mercury,2344,945,Terran
MinHo,2345,946,Zerg
wOw,2346,947,Zerg
Check,2347,948,Zerg
nOOB,2635,949,Protoss
pinOkiO,3211,950,Zerg
Cacia,3212,951,Zerg
Holy,3213,952,Terran
Royal,3214,953,Terran
Arista,3216,954,Zerg
Hush,3220,955,Protoss
Impact,3222,956,Zerg
YongSu,3223,957,Zerg
Aria,3224,958,Protoss
Point,3225,959,Terran
huro,3227,960,Protoss
JaeyOon,3228,961,Protoss
mangnani,3229,962,Terran
Crise,3230,963,Terran
Pain,3231,964,Protoss
Ruin,3232,965,Protoss
Star,3233,966,Terran
beast,3234,967,Zerg
Saber,3235,968,Zerg
Perry,3236,969,Protoss
Ultra,3237,970,Zerg
cOre[kaL],3238,971,Protoss
YooTaeHo,3377,972,Terran
TaMoo,3378,973,Protoss
HwangJinHa,3379,974,Zerg
LeeDongHyun,3380,975,Terran
YooYoungJae,3381,976,Terran
KangTaeWan,3384,977,Terran
Shinee,3385,978,Terran
